subjectId,blockName,blockCode,trialNum,word,colorName,targetKey,responseKey,responseColor,correct,cognitiveRT_ms,stimulusDisplayLatency_ms,registrationDelay_ms,totalMeasuredRT_ms,conditionCode
1234,"Neutral Words",3,29,"kicker","red","d","d","red",1,650,33,0,650,3
1234,"Neutral Words",3,30,"flashy","blue","j","j","blue",1,547,33,0,547,3
1234,"Neutral Words",3,31,"urgency","yellow","k","k","yellow",1,706,33,0,706,3
1234,"Neutral Words",3,32,"pivot","blue","j","j","blue",1,652,33,0,652,3
1234,"Neutral Words",3,33,"evade","red","d","d","red",1,752,33,0,752,3
1234,"Neutral Words",3,34,"noisy","yellow","k","k","yellow",1,713,33,0,714,3
1234,"Neutral Words",3,35,"buzzer","green","f","f","green",1,546,33,0,546,3
1234,"Neutral Words",3,36,"tempo","yellow","k","k","yellow",1,796,33,0,796,3
1234,"Neutral Words",3,37,"tackle","green","f","f","green",1,695,33,0,696,3
1234,"Neutral Words",3,38,"urgency","blue","j","j","blue",1,548,31,0,549,3
1234,"Neutral Words",3,39,"visitor","blue","j","j","blue",1,537,33,1,537,3
1234,"Neutral Words",3,40,"fixture","blue","j","j","blue",1,515,33,0,515,3
1234,"Neutral Words",3,41,"clutch","green","f","f","green",1,780,33,0,781,3
1234,"Neutral Words",3,42,"tempo","red","d","d","red",1,404,33,0,404,3
1234,"Neutral Words",3,43,"obsess","yellow","k","k","yellow",1,585,33,0,585,3
1234,"Neutral Words",3,44,"tackle","blue","j","j","blue",1,391,33,0,391,3
1234,"Neutral Words",3,45,"buzzer","blue","j","j","blue",1,368,33,0,368,3
1234,"Neutral Words",3,46,"exert","yellow","k","k","yellow",1,658,33,0,658,3
1234,"Neutral Words",3,47,"tackle","yellow","k","k","yellow",1,627,33,0,627,3
1234,"Neutral Words",3,48,"rival","blue","j","j","blue",1,575,33,0,575,3
1234,"Neutral Words",3,49,"urgency","red","d","d","red",1,641,33,0,641,3
1234,"Neutral Words",3,50,"obsess","blue","j","k","yellow",0,632,33,0,632,3
1234,"Neutral Words",3,51,"catcher","green","f","f","green",1,635,33,0,635,3
1234,"Neutral Words",3,52,"grit","yellow","k","k","yellow",1,542,33,0,542,3
1234,"Neutral Words",3,53,"evade","yellow","k","k","yellow",1,857,33,0,857,3
1234,"Neutral Words",3,54,"buzzer","red","d","d","red",1,787,31,0,787,3
1234,"Neutral Words",3,55,"flashy","green","f","f","green",1,576,33,0,576,3
1234,"Neutral Words",3,56,"noisy","green","f","f","green",1,570,33,0,570,3
1234,"Neutral Words",3,57,"exert","blue","j","j","blue",1,650,34,0,650,3
1234,"Neutral Words",3,58,"catcher","red","d","d","red",1,697,32,0,697,3
1234,"Neutral Words",3,59,"rival","red","d","d","red",1,661,33,0,661,3
1234,"Neutral Words",3,60,"visitor","red","d","d","red",1,447,33,0,447,3
1234,"Neutral Words",3,61,"kicker","green","f","f","green",1,560,33,0,560,3
1234,"Neutral Words",3,62,"ankle","yellow","k","k","yellow",1,649,33,0,649,3
1234,"Neutral Words",3,63,"catcher","blue","j","j","blue",1,861,33,0,861,3
1234,"Neutral Words",3,64,"exert","red","d","d","red",1,617,33,0,617,3
1234,"Neutral Words",3,65,"buzzer","yellow","k","k","yellow",1,745,33,0,745,3
1234,"Neutral Words",3,66,"endure","yellow","k","k","yellow",1,527,33,0,527,3
1234,"Neutral Words",3,67,"rival","green","f","f","green",1,595,33,0,595,3
1234,"Neutral Words",3,68,"flashy","yellow","k","f","green",0,911,34,0,911,3
1234,"Neutral Words",3,69,"exert","green","f","f","green",1,750,33,0,751,3
1234,"Neutral Words",3,70,"noisy","blue","j","j","blue",1,529,33,0,530,3
1234,"Neutral Words",3,71,"clutch","blue","j","f","green",0,529,33,0,530,3
1234,"Neutral Words",3,72,"urgency","green","f","f","green",1,727,34,0,727,3
1234,"Neutral Words",3,73,"tempo","blue","j","j","blue",1,383,33,0,383,3
1234,"Neutral Words",3,74,"ankle","red","d","d","red",1,680,33,0,680,3
1234,"Neutral Words",3,75,"visitor","green","f","f","green",1,619,33,0,619,3
1234,"Neutral Words",3,76,"pivot","red","d","d","red",1,735,33,0,735,3
1234,"Neutral Words",3,77,"pivot","yellow","k","f","green",0,499,33,0,499,3
1234,"Neutral Words",3,78,"catcher","yellow","k","k","yellow",1,568,33,0,568,3
1234,"Neutral Words",3,79,"grit","red","d","d","red",1,1167,33,0,1167,3
1234,"Neutral Words",3,80,"fixture","yellow","k","k","yellow",1,1046,34,0,1047,3
1234,"Positive Words",1,1,"awe","yellow","k","k","yellow",1,938,33,0,938,1
1234,"Positive Words",1,2,"stamina","yellow","k","k","yellow",1,533,33,0,534,1
1234,"Positive Words",1,3,"calm","red","d","d","red",1,724,33,0,724,1
1234,"Positive Words",1,4,"medal","red","d","f","green",0,411,33,0,411,1
1234,"Positive Words",1,5,"mastery","green","f","f","green",1,382,33,0,382,1
1234,"Positive Words",1,6,"kickoff","red","d","d","red",1,633,33,0,633,1
1234,"Positive Words",1,7,"persist","green","f","f","green",1,486,33,0,487,1
1234,"Positive Words",1,8,"soar","red","d","d","red",1,638,33,0,638,1
1234,"Positive Words",1,9,"soar","blue","j","j","blue",1,416,33,0,416,1
1234,"Positive Words",1,10,"home","green","f","f","green",1,632,33,0,632,1
1234,"Positive Words",1,11,"persist","red","d","d","red",1,592,33,0,593,1
1234,"Positive Words",1,12,"persist","blue","j","j","blue",1,596,33,0,596,1
1234,"Positive Words",1,13,"perform","yellow","k","k","yellow",1,358,33,0,359,1
1234,"Positive Words",1,14,"strong","green","f","f","green",1,603,33,0,603,1
1234,"Positive Words",1,15,"esteem","blue","j","j","blue",1,578,33,0,579,1
1234,"Positive Words",1,16,"stamina","blue","j","j","blue",1,764,33,0,764,1
1234,"Positive Words",1,17,"unite","green","f","f","green",1,778,33,0,778,1
1234,"Positive Words",1,18,"poise","green","f","f","green",1,556,33,0,556,1
1234,"Positive Words",1,19,"esteem","red","d","d","red",1,379,33,0,379,1
1234,"Positive Words",1,20,"awe","blue","j","k","yellow",0,580,33,0,580,1
1234,"Positive Words",1,21,"perform","green","f","f","green",1,617,33,0,617,1
1234,"Positive Words",1,22,"strong","yellow","k","k","yellow",1,802,33,0,802,1
1234,"Positive Words",1,23,"poise","blue","j","j","blue",1,544,33,0,544,1
1234,"Positive Words",1,24,"medal","blue","j","j","blue",1,459,33,0,459,1
1234,"Positive Words",1,25,"gifted","green","f","f","green",1,1029,33,0,1029,1
1234,"Positive Words",1,26,"stamina","red","d","d","red",1,506,33,0,506,1
1234,"Positive Words",1,27,"strong","blue","j","f","green",0,477,33,0,477,1
1234,"Positive Words",1,28,"skilled","blue","j","f","green",0,526,33,0,526,1
1234,"Positive Words",1,29,"medal","green","f","f","green",1,689,33,0,689,1
1234,"Positive Words",1,30,"awe","green","f","f","green",1,732,33,0,732,1
1234,"Positive Words",1,31,"perform","red","d","d","red",1,942,34,0,942,1
1234,"Positive Words",1,32,"focus","blue","j","j","blue",1,696,34,0,697,1
1234,"Positive Words",1,33,"unite","yellow","k","k","yellow",1,615,33,0,615,1
1234,"Positive Words",1,34,"mastery","red","d","d","red",1,1643,34,0,1643,1
1234,"Positive Words",1,35,"home","blue","j","j","blue",1,885,33,0,886,1
1234,"Positive Words",1,36,"stamina","green","f","f","green",1,928,33,0,929,1
1234,"Positive Words",1,37,"poise","red","d","d","red",1,730,33,0,730,1
1234,"Positive Words",1,38,"elevate","blue","j","j","blue",1,681,33,0,682,1
1234,"Positive Words",1,39,"awe","red","d","d","red",1,792,33,0,792,1
1234,"Positive Words",1,40,"elevate","green","f","f","green",1,945,33,0,945,1
1234,"Positive Words",1,41,"focus","red","d","d","red",1,553,32,0,553,1
1234,"Positive Words",1,42,"soar","green","f","f","green",1,605,33,0,605,1
1234,"Positive Words",1,43,"home","red","d","d","red",1,548,33,0,548,1
1234,"Positive Words",1,44,"skilled","green","f","f","green",1,495,33,0,495,1
1234,"Positive Words",1,45,"poise","yellow","k","d","red",0,614,33,0,615,1
1234,"Positive Words",1,46,"gifted","red","d","j","blue",0,588,33,0,588,1
1234,"Positive Words",1,47,"reflex","blue","j","f","green",0,645,33,0,645,1
1234,"Positive Words",1,48,"persist","yellow","k","k","yellow",1,588,33,0,588,1
1234,"Positive Words",1,49,"gifted","blue","j","j","blue",1,497,33,0,497,1
1234,"Positive Words",1,50,"reflex","yellow","k","k","yellow",1,493,34,0,493,1
1234,"Positive Words",1,51,"podium","yellow","k","k","yellow",1,621,33,0,621,1
1234,"Positive Words",1,52,"reflex","red","d","d","red",1,700,34,0,700,1
1234,"Positive Words",1,53,"podium","red","d","d","red",1,570,33,0,570,1
1234,"Positive Words",1,54,"focus","green","f","f","green",1,564,33,0,564,1
1234,"Positive Words",1,55,"elevate","yellow","k","k","yellow",1,766,33,0,767,1
1234,"Positive Words",1,56,"podium","green","f","f","green",1,773,33,0,773,1
1234,"Positive Words",1,57,"perform","blue","j","j","blue",1,557,33,0,557,1
1234,"Positive Words",1,58,"esteem","yellow","k","k","yellow",1,624,33,0,624,1
1234,"Positive Words",1,59,"podium","blue","j","j","blue",1,695,33,0,695,1
1234,"Positive Words",1,60,"kickoff","green","f","f","green",1,787,33,0,787,1
1234,"Positive Words",1,61,"calm","blue","j","j","blue",1,683,33,1,684,1
1234,"Positive Words",1,62,"calm","green","f","f","green",1,1157,34,0,1157,1
1234,"Positive Words",1,63,"medal","yellow","k","k","yellow",1,632,33,0,632,1
1234,"Positive Words",1,64,"unite","blue","j","j","blue",1,401,33,0,401,1
1234,"Positive Words",1,65,"reflex","green","f","f","green",1,611,33,0,611,1
1234,"Positive Words",1,66,"mastery","yellow","k","k","yellow",1,590,33,0,590,1
1234,"Positive Words",1,67,"elevate","red","d","d","red",1,456,33,0,456,1
1234,"Positive Words",1,68,"calm","yellow","k","k","yellow",1,782,33,0,782,1
1234,"Positive Words",1,69,"home","yellow","k","k","yellow",1,572,33,0,573,1
1234,"Positive Words",1,70,"skilled","yellow","k","k","yellow",1,599,33,0,599,1
1234,"Positive Words",1,71,"strong","red","d","f","green",0,566,33,0,566,1
1234,"Positive Words",1,72,"kickoff","blue","j","j","blue",1,648,33,0,648,1
1234,"Positive Words",1,73,"skilled","red","d","d","red",1,555,33,0,556,1
1234,"Positive Words",1,74,"unite","red","d","d","red",1,439,33,0,439,1
1234,"Positive Words",1,75,"kickoff","yellow","k","k","yellow",1,725,33,0,726,1
1234,"Positive Words",1,76,"esteem","green","f","f","green",1,607,33,0,607,1
1234,"Positive Words",1,77,"gifted","yellow","k","k","yellow",1,915,34,0,915,1
1234,"Positive Words",1,78,"focus","yellow","k","k","yellow",1,564,33,0,565,1
1234,"Positive Words",1,79,"mastery","blue","j","j","blue",1,438,33,0,439,1
1234,"Positive Words",1,80,"soar","yellow","k","k","yellow",1,590,33,0,591,1
1234,"Negative Words",2,1,"agony","red","d","d","red",1,834,33,0,834,2
1234,"Negative Words",2,2,"furious","green","f","f","green",1,503,33,0,503,2
1234,"Negative Words",2,3,"envy","red","d","d","red",1,1033,33,0,1033,2
1234,"Negative Words",2,4,"brawl","red","d","d","red",1,526,34,0,527,2
1234,"Negative Words",2,5,"tamper","green","f","f","green",1,440,33,0,440,2
1234,"Negative Words",2,6,"rant","yellow","k","k","yellow",1,611,33,0,611,2
1234,"Negative Words",2,7,"illicit","yellow","k","k","yellow",1,647,33,0,647,2
1234,"Negative Words",2,8,"furious","yellow","k","k","yellow",1,553,33,0,554,2
1234,"Negative Words",2,9,"furious","blue","j","j","blue",1,717,34,0,718,2
1234,"Negative Words",2,10,"injure","red","d","d","red",1,986,33,0,986,2
1234,"Negative Words",2,11,"defeat","yellow","k","k","yellow",1,568,33,0,568,2
1234,"Negative Words",2,12,"fail","yellow","k","k","yellow",1,758,33,0,758,2
1234,"Negative Words",2,13,"tamper","yellow","k","d","red",0,688,33,0,688,2
1234,"Negative Words",2,14,"agony","yellow","k","k","yellow",1,523,33,0,524,2
1234,"Negative Words",2,15,"fail","red","d","f","green",0,718,33,0,718,2
1234,"Negative Words",2,16,"harass","blue","j","j","blue",1,693,33,0,693,2
1234,"Negative Words",2,17,"rupture","yellow","k","k","yellow",1,685,33,0,686,2
1234,"Negative Words",2,18,"harass","green","f","f","green",1,737,33,0,737,2
1234,"Negative Words",2,19,"injure","green","f","f","green",1,578,34,0,579,2
1234,"Negative Words",2,20,"fearful","yellow","k","k","yellow",1,664,33,0,664,2
1234,"Negative Words",2,21,"fearful","green","f","f","green",1,545,33,0,546,2
1234,"Negative Words",2,22,"injure","yellow","k","k","yellow",1,482,33,0,483,2
1234,"Negative Words",2,23,"foul","blue","j","j","blue",1,344,33,0,345,2
1234,"Negative Words",2,24,"fail","blue","j","j","blue",1,354,33,0,354,2
1234,"Negative Words",2,25,"brawl","yellow","k","k","yellow",1,595,33,0,595,2
1234,"Negative Words",2,26,"sprain","red","d","d","red",1,530,33,0,530,2
1234,"Negative Words",2,27,"agony","blue","j","j","blue",1,541,33,0,542,2
1234,"Negative Words",2,28,"rupture","green","f","f","green",1,785,33,0,785,2
1234,"Negative Words",2,29,"erratic","blue","j","j","blue",1,657,33,0,657,2
1234,"Negative Words",2,30,"foul","green","f","f","green",1,642,34,0,642,2
1234,"Negative Words",2,31,"envy","green","f","f","green",1,495,33,0,496,2
1234,"Negative Words",2,32,"erratic","yellow","k","k","yellow",1,640,33,0,640,2
1234,"Negative Words",2,33,"foul","yellow","k","k","yellow",1,585,33,0,585,2
1234,"Negative Words",2,34,"anxiety","red","d","d","red",1,560,33,0,560,2
1234,"Negative Words",2,35,"rupture","red","d","d","red",1,462,34,0,462,2
1234,"Negative Words",2,36,"harass","yellow","k","k","yellow",1,632,33,0,632,2
1234,"Negative Words",2,37,"anxiety","yellow","k","k","yellow",1,455,33,0,455,2
1234,"Negative Words",2,38,"tantrum","blue","j","j","blue",1,454,34,0,454,2
1234,"Negative Words",2,39,"outrage","green","f","f","green",1,679,33,0,679,2
1234,"Negative Words",2,40,"tamper","blue","j","j","blue",1,606,33,0,606,2
1234,"Negative Words",2,41,"fumble","blue","j","j","blue",1,685,33,0,685,2
1234,"Negative Words",2,42,"furious","red","d","d","red",1,599,33,0,600,2
1234,"Negative Words",2,43,"rant","green","f","f","green",1,568,33,0,568,2
1234,"Negative Words",2,44,"rupture","blue","j","d","red",0,493,33,0,493,2
1234,"Negative Words",2,45,"tantrum","yellow","k","k","yellow",1,634,33,0,634,2
1234,"Negative Words",2,46,"tantrum","green","f","f","green",1,955,33,0,955,2
1234,"Negative Words",2,47,"fumble","yellow","k","k","yellow",1,636,33,0,637,2
1234,"Negative Words",2,48,"rant","blue","j","j","blue",1,530,33,0,531,2
1234,"Negative Words",2,49,"defeat","red","d","d","red",1,752,33,0,753,2
1234,"Negative Words",2,50,"sprain","green","f","f","green",1,888,33,0,888,2
1234,"Negative Words",2,51,"erratic","red","d","d","red",1,720,33,0,720,2
1234,"Negative Words",2,52,"fumble","red","d","d","red",1,627,33,0,628,2
1234,"Negative Words",2,53,"anxiety","green","f","f","green",1,617,34,0,617,2
1234,"Negative Words",2,54,"illicit","green","f","f","green",1,676,33,0,676,2
1234,"Negative Words",2,55,"defeat","blue","j","j","blue",1,590,33,0,590,2
1234,"Negative Words",2,56,"sprain","yellow","k","k","yellow",1,523,33,0,523,2
1234,"Negative Words",2,57,"envy","blue","j","j","blue",1,560,33,0,560,2
1234,"Negative Words",2,58,"defeat","green","f","f","green",1,745,34,0,745,2
1234,"Negative Words",2,59,"outrage","blue","j","j","blue",1,727,34,0,727,2
1234,"Negative Words",2,60,"injure","blue","j","f","green",0,539,34,0,539,2
1234,"Negative Words",2,61,"brawl","blue","j","j","blue",1,593,33,0,593,2
1234,"Negative Words",2,62,"outrage","red","d","d","red",1,840,33,0,841,2
1234,"Negative Words",2,63,"outrage","yellow","k","k","yellow",1,554,33,0,554,2
1234,"Negative Words",2,64,"fearful","red","d","d","red",1,700,33,0,700,2
1234,"Negative Words",2,65,"erratic","green","f","f","green",1,556,33,0,556,2
1234,"Negative Words",2,66,"tamper","red","d","d","red",1,567,33,0,567,2
1234,"Negative Words",2,67,"anxiety","blue","j","j","blue",1,733,33,0,733,2
1234,"Negative Words",2,68,"rant","red","d","d","red",1,727,33,0,727,2
1234,"Negative Words",2,69,"agony","green","f","f","green",1,717,33,0,718,2
1234,"Negative Words",2,70,"tantrum","red","d","d","red",1,603,33,0,603,2
1234,"Negative Words",2,71,"fail","green","f","j","blue",0,632,33,0,633,2
1234,"Negative Words",2,72,"sprain","blue","j","j","blue",1,365,33,0,365,2
1234,"Negative Words",2,73,"brawl","green","f","f","green",1,895,33,0,896,2
1234,"Negative Words",2,74,"fumble","green","f","f","green",1,621,33,0,621,2
1234,"Negative Words",2,75,"fearful","blue","j","j","blue",1,586,34,0,586,2
1234,"Negative Words",2,76,"envy","yellow","k","k","yellow",1,346,34,0,346,2
1234,"Negative Words",2,77,"foul","red","d","d","red",1,984,33,0,984,2
1234,"Negative Words",2,78,"illicit","red","d","d","red",1,581,33,0,581,2
1234,"Negative Words",2,79,"illicit","blue","j","j","blue",1,722,33,0,722,2
1234,"Negative Words",2,80,"harass","red","d","d","red",1,628,33,0,628,2
